,Unnamed: 0,$distance,address,address_extended,category_ids,category_labels,country,email,factual_id,fax,hours,hours_display,latitude,locality,longitude,name,neighborhood,po_box,postcode,region,tel,website,date,userParams,searchparams
99,99,2095.0986,1600 W 35th St,,[148],"[[Retail, Florists]]",us,cs@fasanflorist.com,0e417934-5123-4091-b1a1-249c6e806247,(207) 644-8700,"{u'monday': [[u'9:00', u'18:00']], u'tuesday': [[u'9:00', u'18:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'18:00']], u'thursday': [[u'9:00', u'18:00']], u'sunday': [[u'9:00', u'12:00']], u'saturday': [[u'9:00', u'16:00']]}",Mon-Fri 9:00 AM-6:00 PM; Sat 9:00 AM-4:00 PM; Sun 9:00 AM-12:00 PM,41.830569,Chicago,-87.665803,Fasan Florist,"[Mount Pleasant, South West Side]",,60609,IL,(773) 523-8564,http://www.fasanflorist.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
100,100,2417.9634,1660 Larkin Ave,,"[171, 80]","[[Retail, Supermarkets and Groceries], [Healthcare, Pharmacies]]",us,supervaluwyoming@gmail.com,e558b177-d3ee-4333-bf78-e5164506c9eb,,"{u'monday': [[u'00:00', u'24:00']], u'tuesday': [[u'00:00', u'24:00']], u'friday': [[u'00:00', u'24:00']], u'wednesday': [[u'00:00', u'24:00']], u'thursday': [[u'00:00', u'24:00']], u'sunday': [[u'00:00', u'24:00']], u'saturday': [[u'00:00', u'24:00']]}",Open Daily 12:00 AM-12:00 AM,42.034341,Elgin,-88.319528,Jewel-Osco,,,60123,IL,(847) 695-7573,http://www.jewelosco.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
101,101,3271.6338,1040 Summit St,,"[171, 80]","[[Retail, Supermarkets and Groceries], [Healthcare, Pharmacies]]",us,,676a256e-4394-474b-b2eb-78365308f1a4,(847) 622-7844,"{u'monday': [[u'6:00', u'23:59']], u'tuesday': [[u'6:00', u'23:59']], u'friday': [[u'6:00', u'23:59']], u'wednesday': [[u'6:00', u'23:59']], u'thursday': [[u'6:00', u'23:59']], u'sunday': [[u'6:00', u'23:59']], u'saturday': [[u'6:00', u'23:59']]}",Open Daily 6:00 AM-11:59 PM,42.047662,Elgin,-88.253178,Jewel-Osco,,,60120,IL,(847) 622-8112,http://www.jewelosco.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
102,102,4740.579,622 Randall Rd,,[171],"[[Retail, Supermarkets and Groceries]]",us,southelgin@caputomarkets.com,46092fd4-9fc7-4b47-809e-c58a4f385dee,,"{u'monday': [[u'7:00', u'21:00']], u'tuesday': [[u'7:00', u'21:00']], u'friday': [[u'7:00', u'21:00']], u'wednesday': [[u'7:00', u'21:00']], u'thursday': [[u'7:00', u'21:00']], u'sunday': [[u'7:00', u'21:00']], u'saturday': [[u'7:00', u'21:00']]}",Open Daily 7:00 AM-9:00 PM,42.012204,South Elgin,-88.336115,Caputo's Fresh Markets,,,60177,IL,(847) 289-0600,http://www.caputomarkets.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
103,103,7152.6855,1072 Spring Hill Mall,,[169],"[[Retail, Shopping Centers and Malls]]",us,,287e2a34-1775-4e5e-8fdc-2489c2a70663,,"{u'monday': [[u'10:00', u'21:00']], u'tuesday': [[u'10:00', u'21:00']], u'friday': [[u'10:00', u'21:00']], u'wednesday': [[u'10:00', u'21:00']], u'thursday': [[u'10:00', u'21:00']], u'sunday': [[u'11:00', u'18:00']], u'saturday': [[u'10:00', u'21:00']]}",Mon-Sat 10:00 AM-9:00 PM; Sun 11:00 AM-6:00 PM,42.102561,West Dundee,-88.294913,Spring Hill Mall,,,60118,IL,(847) 428-2200,http://www.springhillmall.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
104,104,1646.1595,1245 Larkin Ave,Ste 2,"[466, 159]","[[Healthcare, Optometrist], [Retail, Glasses]]",us,gevcevc@sbcglobal.net,5e7107dd-fd8d-4f3c-b676-d2673eb3bc65,(847) 888-4461,"{u'monday': [[u'9:00', u'17:30']], u'tuesday': [[u'9:00', u'17:30']], u'friday': [[u'9:00', u'17:30']], u'wednesday': [[u'9:00', u'17:30']], u'thursday': [[u'9:00', u'17:30']], u'saturday': [[u'9:00', u'23:59']]}",Mon-Fri 9:00 AM-5:30 PM; Sat 9:00 AM-11:59 PM,42.03518,Elgin,-88.310224,Elgin Vision Center,,,60123,IL,(847) 695-2020,http://elginvisioncenter.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
105,105,4238.4795,200 S Randall Rd,,[126],"[[Retail, Arts and Crafts]]",us,hobby@hobbylobby.com,f548e56b-d216-4cc7-91f4-2230dabe88bd,,"{u'monday': [[u'9:00', u'20:00']], u'tuesday': [[u'9:00', u'20:00']], u'friday': [[u'9:00', u'20:00']], u'wednesday': [[u'9:00', u'20:00']], u'thursday': [[u'9:00', u'20:00']], u'saturday': [[u'9:00', u'20:00']]}",Mon-Sat 9:00 AM-8:00 PM,42.029588,Elgin,-88.3407,Hobby Lobby,[Youngsdale],,60123,IL,(847) 697-5740,http://www.hobbylobby.com/find-savings/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
106,106,2192.648,300 S McLean Blvd,Ste P,[150],"[[Retail, Food and Beverage, Beer, Wine and Spirits]]",us,genosfinewine@yahoo.com,738cb2d4-777a-4c82-b454-e02cd7900df3,,"{u'monday': [[u'9:00', u'22:00']], u'tuesday': [[u'9:00', u'22:00']], u'friday': [[u'9:00', u'23:00']], u'wednesday': [[u'9:00', u'22:00']], u'thursday': [[u'9:00', u'22:00']], u'sunday': [[u'9:00', u'22:00']], u'saturday': [[u'9:00', u'23:00']]}",Mon-Thu 9:00 AM-10:00 PM; Fri-Sat 9:00 AM-11:00 PM; Sun 9:00 AM-10:00 PM,42.026948,Elgin,-88.31244,Geno's Fine Wine & Spirits,,,60123,IL,(847) 695-6688,http://www.genosfinewine.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
107,107,7011.32,375 Randall Rd,,"[171, 80]","[[Retail, Supermarkets and Groceries], [Healthcare, Pharmacies]]",us,,4eacba39-106a-44d7-873d-18f10e34cb65,(847) 622-1617,"{u'monday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']], u'tuesday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']], u'friday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']], u'wednesday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']], u'thursday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']], u'sunday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']], u'saturday': [[u'00:00', u'1:00'], [u'5:00', u'23:59']]}","Open Daily 12:00 AM-1:00 AM, 5:00 AM-11:59 PM",41.986519,South Elgin,-88.339148,Jewel-Osco,,,60177,IL,(847) 608-1460,http://www.jewelosco.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
108,108,3885.886,755 Church Rd,,[127],"[[Retail, Auctions]]",us,kevin@bunteauction.com,82f5113f-599c-43df-953b-3dbff931f18d,(847) 214-8802,"{u'monday': [[u'9:00', u'16:30']], u'tuesday': [[u'9:00', u'16:30']], u'friday': [[u'9:00', u'16:30']], u'wednesday': [[u'9:00', u'16:30']], u'thursday': [[u'9:00', u'16:30']]}",Mon-Fri 9:00 AM-4:30 PM,42.072908,Elgin,-88.297373,Bunte Auction Service,,,60123,IL,(847) 214-8423,http://www.bunteauction.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
109,109,1509.6504,3 Clock Tower Plz,Ste A,[171],"[[Retail, Supermarkets and Groceries]]",us,comments@buteramarket.com,33983950-cb24-4e47-b478-42131f6c6bed,(847) 741-9674,"{u'monday': [[u'7:00', u'22:00']], u'tuesday': [[u'7:00', u'22:00']], u'friday': [[u'7:00', u'22:00']], u'wednesday': [[u'7:00', u'22:00']], u'thursday': [[u'7:00', u'22:00']], u'sunday': [[u'7:00', u'21:00']], u'saturday': [[u'7:00', u'22:00']]}",Mon-Sat 7:00 AM-10:00 PM; Sun 7:00 AM-9:00 PM,42.029243,Elgin,-88.277137,Butera Market,,,60120,IL,(847) 741-9551,http://www.buteramarket.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
110,110,2770.021,455 Bluff City Blvd,,"[138, 417]","[[Retail, Convenience Stores], [Transportation, Gas Stations]]",us,,b5de3150-9cef-42e3-b89b-d2c283f69923,,"{u'monday': [[u'10:00', u'23:59']], u'tuesday': [[u'00:00', u'1:00'], [u'10:00', u'23:59']], u'friday': [[u'00:00', u'1:00'], [u'10:00', u'23:59']], u'wednesday': [[u'00:00', u'1:00'], [u'10:00', u'23:59']], u'thursday': [[u'00:00', u'1:00'], [u'10:00', u'23:59']], u'sunday': [[u'00:00', u'2:00'], [u'10:00', u'23:59']], u'saturday': [[u'00:00', u'2:00'], [u'10:00', u'23:59']]}","Mon 10:00 AM-11:59 PM; Tue-Fri 12:00 AM-1:00 AM, 10:00 AM-11:59 PM; Sat-Sun 12:00 AM-2:00 AM, 10:00 AM-11:59 PM",42.019097,Elgin,-88.269395,Stop N Shop,,,60120,IL,(847) 695-5741,http://stop-n-go.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
111,111,6763.3076,104 W Main St,,[176],"[[Retail, Wedding and Bridal]]",us,,161b3d48-9b90-4826-8364-5938c193de5c,(847) 426-5886,"{u'monday': [[u'12:00', u'20:00']], u'tuesday': [[u'12:00', u'20:00']], u'friday': [[u'12:00', u'17:00']], u'wednesday': [[u'12:00', u'20:00']], u'thursday': [[u'12:00', u'20:00']], u'saturday': [[u'10:00', u'17:00']]}",Mon-Thu 12:00 PM-8:00 PM; Fri 12:00 PM-5:00 PM; Sat 10:00 AM-5:00 PM,42.098332,West Dundee,-88.277482,Shelley's Bridal Couture,,,60118,IL,(847) 426-5806,http://www.shelleysbridal.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
112,112,994.12036,245 Dundee Ave,,"[466, 159]","[[Healthcare, Optometrist], [Retail, Glasses]]",us,nationalvisionlocations@yahoo.com,b2f78209-1a97-454b-9b77-41c21e553df0,(847) 214-5287,"{u'monday': [[u'9:00', u'19:00']], u'tuesday': [[u'9:00', u'19:00']], u'friday': [[u'9:00', u'19:00']], u'wednesday': [[u'9:00', u'19:00']], u'thursday': [[u'9:00', u'19:00']], u'saturday': [[u'9:00', u'18:00']]}",Mon-Fri 9:00 AM-7:00 PM; Sat 9:00 AM-6:00 PM,42.041505,Elgin,-88.279499,America's Best Contacts & Eyeglasses,,,60120,IL,(847) 214-5282,http://www.americasbest.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
113,113,5890.55,1760 Britannia Dr,Ste 3,[157],"[[Retail, Furniture and Decor]]",us,info@weddingchaircovers.com,647598f8-b7c9-4c7c-9bd6-0e02a465e0fa,,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,42.073641,Elgin,-88.343904,Elegant Presentations,,,60124,IL,(847) 741-2877,http://www.egpres.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
114,114,548.4086,18 Douglas Ave,,[144],"[[Retail, Fashion, Jewelry and Watches]]",us,ps@shockeyjewelers.com,7343583a-f0f4-49f2-b831-fe33d48cdbaa,(847) 742-0623,"{u'monday': [[u'9:00', u'17:30']], u'tuesday': [[u'9:00', u'17:30']], u'friday': [[u'9:00', u'17:30']], u'wednesday': [[u'9:00', u'17:30']], u'thursday': [[u'9:00', u'19:00']], u'saturday': [[u'9:00', u'17:00']]}",Mon-Wed 9:00 AM-5:30 PM; Thu 9:00 AM-7:00 PM; Fri 9:00 AM-5:30 PM; Sat 9:00 AM-5:00 PM,42.037853,Elgin,-88.28413,Shockey Jewelers,,,60120,IL,(847) 742-0113,http://www.shockeyjewelers.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
115,115,4167.022,230 S Randall Rd,,[151],"[[Retail, Food and Beverage, Candy Stores]]",us,customerservice@fanniemay.com,194f3612-2b86-426b-8e94-a2ea65c8b9d0,,"{u'monday': [[u'10:00', u'20:00']], u'tuesday': [[u'10:00', u'20:00']], u'friday': [[u'10:00', u'20:00']], u'wednesday': [[u'10:00', u'20:00']], u'thursday': [[u'10:00', u'20:00']], u'sunday': [[u'11:00', u'17:00']], u'saturday': [[u'10:00', u'18:00']]}",Mon-Fri 10:00 AM-8:00 PM; Sat 10:00 AM-6:00 PM; Sun 11:00 AM-5:00 PM,42.026905,Elgin,-88.338802,Fannie May Fine Chocolates,[Youngsdale],,60123,IL,(847) 488-9134,http://www.fanniemay.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
116,116,1425.2665,71 Clock Tower Plz,# 77,[150],"[[Retail, Food and Beverage, Beer, Wine and Spirits]]",us,nicksliquorelgin@gmail.com,4d32c0fe-40c6-4c90-8471-5de6ed1e58d7,,"{u'monday': [[u'9:00', u'22:00']], u'tuesday': [[u'9:00', u'22:00']], u'friday': [[u'8:30', u'23:59']], u'wednesday': [[u'9:00', u'22:00']], u'thursday': [[u'9:00', u'22:00']], u'sunday': [[u'9:00', u'22:00']], u'saturday': [[u'8:30', u'23:59']]}",Mon-Thu 9:00 AM-10:00 PM; Fri-Sat 8:30 AM-11:59 PM; Sun 9:00 AM-10:00 PM,42.030042,Elgin,-88.277555,Nick's Liquors,,,60120,IL,(847) 742-4939,http://www.nicksliquors.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
117,117,7616.165,4777 Northwest Hwy,Ste D,"[95, 159]","[[Healthcare, Physicians, Ophthalmologists], [Retail, Glasses]]",us,twebb.pearle@yahoo.com,32a86e59-734d-4642-90a7-0a3fd1f757b6,(815) 444-0591,"{u'monday': [[u'9:30', u'21:00']], u'tuesday': [[u'9:30', u'21:00']], u'friday': [[u'9:30', u'21:00']], u'wednesday': [[u'9:30', u'21:00']], u'thursday': [[u'9:30', u'21:00']], u'sunday': [[u'11:00', u'17:00']], u'saturday': [[u'9:00', u'18:00']]}",Mon-Fri 9:30 AM-9:00 PM; Sat 9:00 AM-6:00 PM; Sun 11:00 AM-5:00 PM,42.106772,Crystal Lake,-88.29355,Pearle Vision,[Crystal Manor],,60014,IL,(815) 477-8500,http://stores.pearlevision.com/21054443/Crystal-Lake-IL/?cid=Yext_21054443,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
118,118,4365.276,250 S Randall Rd,Unit A,[143],"[[Retail, Fashion, Clothing and Accessories]]",us,john@coat.com,152eb3c7-39a1-43cb-8808-5b26bfa9e66e,,"{u'monday': [[u'10:00', u'21:00']], u'tuesday': [[u'10:00', u'21:00']], u'friday': [[u'10:00', u'21:00']], u'wednesday': [[u'10:00', u'21:00']], u'thursday': [[u'10:00', u'21:00']], u'sunday': [[u'10:00', u'19:00']], u'saturday': [[u'10:00', u'21:00']]}",Mon-Sat 10:00 AM-9:00 PM; Sun 10:00 AM-7:00 PM,42.027506,Elgin,-88.341555,Burlington Coat Factory,,,60123,IL,(847) 695-2738,http://www.burlingtoncoatfactory.com/,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
119,119,5454.0464,970 Dundee Ave,,[123],[[Retail]],us,kmapres@aol.com,0f12e2e1-7543-4a93-84eb-4a653e6e89c4,,"{u'monday': [[u'9:00', u'21:00']], u'tuesday': [[u'9:00', u'21:00']], u'friday': [[u'9:00', u'21:00']], u'wednesday': [[u'9:00', u'21:00']], u'thursday': [[u'9:00', u'21:00']], u'sunday': [[u'9:00', u'18:00']], u'saturday': [[u'8:00', u'18:00']]}",Mon-Fri 9:00 AM-9:00 PM; Sat 8:00 AM-6:00 PM; Sun 9:00 AM-6:00 PM,42.080761,East Dundee,-88.257647,GAT Guns,,,60118,IL,(847) 428-4867,http://www.gatguns.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
120,120,7111.6885,1520 Spring Hill Mall,,"[95, 159]","[[Healthcare, Physicians, Ophthalmologists], [Retail, Glasses]]",us,,6ff8ff4d-91a8-44d2-9b5f-248347cbaf0a,(847) 426-4843,"{u'monday': [[u'10:00', u'21:00']], u'tuesday': [[u'10:00', u'21:00']], u'friday': [[u'10:00', u'21:00']], u'wednesday': [[u'10:00', u'21:00']], u'thursday': [[u'10:00', u'21:00']], u'sunday': [[u'12:00', u'18:00']], u'saturday': [[u'10:00', u'21:00']]}",Mon-Sat 10:00 AM-9:00 PM; Sun 12:00 PM-6:00 PM,42.102239,West Dundee,-88.293285,LensCrafters,,,60118,IL,(847) 426-3198,http://local.lenscrafters.com/il/west-dundee/1520-spring-hill-mall.html?cid=Yext_0408,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
121,121,8011.7837,5225 Prairie Stone Pkwy,,[170],"[[Retail, Sporting Goods]]",us,,0d687f28-1031-4380-a3a6-102fae079f8e,,"{u'monday': [[u'9:00', u'21:00']], u'tuesday': [[u'9:00', u'21:00']], u'friday': [[u'9:00', u'21:00']], u'wednesday': [[u'9:00', u'21:00']], u'thursday': [[u'9:00', u'21:00']], u'sunday': [[u'10:00', u'20:00']], u'saturday': [[u'8:00', u'21:00']]}",Mon-Fri 9:00 AM-9:00 PM; Sat 8:00 AM-9:00 PM; Sun 10:00 AM-8:00 PM,42.072597,Hoffman Estates,-88.205394,Cabela's,,,60192,IL,(847) 645-0400,http://www.cabelas.com,2016-06-27 21:52:43.408944,"{""status"": ""OK"", ""main"": 123, ""sub"": [], ""user"": ""Jinno""}","{'userParams': ""{'status': 'OK', 'main': 2, 'sub': [], 'user': 'default'}"", 'limit': 50, 'filters': {'$and': [{'category_ids': {'$includes_any': [123]}}, {'chain_id': {'$blank': True}}]}, 'offset': 50, 'date': '2016-06-27 21:52:42.807055', 'geo': {'$circle': {'$center': [42.03831, -88.290742], '$meters': 25000}}}"
