,Unnamed: 0,$distance,address,address_extended,category_ids,category_labels,country,email,factual_id,fax,hours,hours_display,latitude,locality,longitude,name,neighborhood,po_box,postcode,region,tel,website
254,254,5069.9805,2327 S Cicero Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,1785ff5e-c3ea-4699-9b02-b6058f76126a,(708) 652-1914,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']], u'sunday': [[u'8:00', u'17:00']], u'saturday': [[u'7:00', u'19:00']]}",Mon-Sat 7:00 AM-7:00 PM; Sun 8:00 AM-5:00 PM,41.848211,Cicero,-87.744045,Firestone Complete Auto Care,"[Crawford, West and Near West Side]",,60804,IL,(708) 652-0077,http://www.firestonecompleteautocare.com/
255,255,8682.875,7410 S Western Ave,,[4],"[[Automotive, Car Dealers and Leasing]]",us,michael@nissankingdom.com,7c0dd547-9a8f-450e-8b01-732b06cb16c7,(773) 776-8489,"{u'monday': [[u'7:30', u'21:00']], u'tuesday': [[u'7:30', u'21:00']], u'friday': [[u'7:30', u'21:00']], u'wednesday': [[u'7:30', u'21:00']], u'thursday': [[u'7:30', u'21:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Fri 7:30 AM-9:00 PM; Sat 8:00 AM-7:00 PM,41.758826,Chicago,-87.683267,South Chicago Nissan,,,60636,IL,(773) 776-8200,http://www.nissanusa.com/
256,256,5277.0503,2020 S Wabash Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,sales@willowauto.com,ddf5e4cc-a502-4549-ae9b-8f50f4a5004a,,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-5:00 PM,41.85488,Chicago,-87.625793,Willow Automotive Services,"[South Loop, Near South Side]",,60616,IL,(312) 881-0101,http://www.willowauto.com
257,257,4305.516,5104 S Ashland Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,fernandez51@att.net,c86b5e8d-ff48-4d91-8025-d69eccf10a1e,(773) 434-0796,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'sunday': [[u'9:00', u'14:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-5:00 PM; Sun 9:00 AM-2:00 PM,41.801079,Chicago,-87.665043,Fernandez Auto Glass,"[New City, South West Side, Back of the Yards]",,60609,IL,(773) 434-6913,http://www.fernandezglasschicago.com
258,258,8118.54,4712 W Chicago Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,71ac55bd-8d87-43aa-b20c-0bb8b3df07ec,(415) 661-6383,"{u'monday': [[u'8:00', u'20:00']], u'tuesday': [[u'8:00', u'20:00']], u'friday': [[u'8:00', u'20:00']], u'wednesday': [[u'8:00', u'20:00']], u'thursday': [[u'8:00', u'20:00']], u'saturday': [[u'9:00', u'17:00']]}",Mon-Fri 8:00 AM-8:00 PM; Sat 9:00 AM-5:00 PM,41.894983,Chicago,-87.744166,Top of The Line,"[Moreland, Austin]",,60651,IL,(773) 261-8510,
259,259,1998.8499,3345 W 31st St,,[6],"[[Automotive, Car Parts and Accessories]]",us,,24c1698c-3bc8-442f-986c-049baff4bf0a,,"{u'sunday': [[u'7:00', u'15:00']]}",Sun 7:00 AM-3:00 PM,41.837016,Chicago,-87.70888,Action Iron & Metal,"[South Lawndale, Lawndale]",,60623,IL,(773) 247-4120,
260,260,9101.17,3061 W Armitage Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,zepedaauto@sbcglobal.net,79055ea1-9297-4b6c-a95a-815ba01300e8,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'8:00', u'13:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 8:00 AM-1:00 PM,41.917384,Chicago,-87.704779,Zepeda Auto Repair,"[Simons, Logan Square, North Side]",,60647,IL,(773) 486-1772,http://zepedaautoservice.com
261,261,7687.05,6140 W Ogden Ave,,[10],"[[Automotive, Maintenance and Repair, Oil and Lube]]",us,jiffy-lube-customer-service@shell.com,d9a29155-2f43-4067-b9cd-6bedd23fef64,,"{u'monday': [[u'8:00', u'20:00']], u'tuesday': [[u'8:00', u'20:00']], u'friday': [[u'8:00', u'20:00']], u'wednesday': [[u'8:00', u'20:00']], u'thursday': [[u'8:00', u'20:00']], u'sunday': [[u'9:00', u'18:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Fri 8:00 AM-8:00 PM; Sat 8:00 AM-7:00 PM; Sun 9:00 AM-6:00 PM,41.832849,Cicero,-87.777378,Jiffy Lube,,,60804,IL,(708) 863-5855,http://www.jiffylube.com/
262,262,9408.102,4655 W North Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,junior@bionicautoparts.com,1f2b707b-1f1f-4bb7-9e81-ec2ed52d8cf6,(973) 539-2613,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-5:00 PM,41.909533,Chicago,-87.743042,Bionic Auto Parts,[Garfields],,60639,IL,(773) 489-6020,http://www.bionicautoparts.com
263,263,9697.324,4937 W North Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,info@con-way.com,80bbc650-1e18-012f-0643-0030487f54d8,,"{u'monday': [[u'00:00', u'23:59']], u'tuesday': [[u'00:00', u'23:59']], u'friday': [[u'00:00', u'23:59']], u'wednesday': [[u'00:00', u'23:59']], u'thursday': [[u'00:00', u'23:59']], u'sunday': [[u'00:00', u'23:59']], u'saturday': [[u'00:00', u'23:59']]}",Open Daily 12:00 AM-11:59 PM,41.909499,Chicago,-87.749657,Conway,[Austin],,60639,IL,(773) 342-2755,http://conwaystores.com
264,264,5258.768,5710 S Western Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,info@cdecollisioncenters.com,03b3bd17-3608-4b57-b326-b113c7e9eabe,(773) 434-2017,"{u'monday': [[u'7:30', u'17:00']], u'tuesday': [[u'7:30', u'17:00']], u'friday': [[u'7:30', u'17:00']], u'wednesday': [[u'7:30', u'17:00']], u'thursday': [[u'7:30', u'17:00']], u'saturday': [[u'8:00', u'13:00']]}",Mon-Fri 7:30 AM-5:00 PM; Sat 8:00 AM-1:00 PM,41.789615,Chicago,-87.684018,CDE Collision Damage Experts,[South West Side],,60636,IL,(773) 434-2424,http://cdecollisioncenters.com
265,265,6442.43,701 N Sacramento Blvd,,[2],[[Automotive]],us,,0a413c09-b4bb-432e-932a-3c0031f7ba81,,,,41.893532,Chicago,-87.70121,City of Chicago Auto Pound,"[West and Near West Side, West Town]",,60612,IL,(773) 265-7605,
266,266,5973.6323,4800 S Cicero Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,goczdlowski@thecarco.com,0473278a-0427-4bd6-8400-129c6dd7a6f7,(360) 546-5841,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.805599,Chicago,-87.743336,Cicero Avenue Resale,[South West Side],,60638,IL,(773) 582-4488,
267,267,8118.6914,7126 S Western Ave,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,,01a427fa-0163-4cfb-91cc-f13ba7662821,(770) 640-1187,"{u'monday': [[u'10:00', u'19:00']], u'tuesday': [[u'10:00', u'19:00']], u'friday': [[u'10:00', u'19:00']], u'wednesday': [[u'10:00', u'19:00']], u'thursday': [[u'10:00', u'19:00']], u'saturday': [[u'10:00', u'19:00']]}",Mon-Sat 10:00 AM-7:00 PM,41.763899,Chicago,-87.683392,Bridgeview Auto Sales,,,60636,IL,(773) 863-8730,http://www.bridgeviewautosales.com
268,268,7056.8765,830 N Milwaukee Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,,e0b3646f-d4f4-45a6-a7c8-89a621c81ca2,(312) 421-5498,"{u'monday': [[u'10:00', u'18:00']], u'tuesday': [[u'10:00', u'18:00']], u'friday': [[u'10:00', u'18:00']], u'wednesday': [[u'10:00', u'18:00']], u'thursday': [[u'10:00', u'18:00']]}",Mon-Fri 10:00 AM-6:00 PM,41.896796,Chicago,-87.656562,Mid City Engineering,,,60642,IL,(312) 421-1114,http://www.midcityengineering.com/
269,269,2524.6174,2614 S Drake Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,,00abd7d2-9c11-403a-9c1f-fd7aa5c4c3bf,,,,41.844048,Chicago,-87.713681,Spark 26 Auto Parts,"[South Lawndale, Lawndale]",,60623,IL,(773) 762-4603,http://sparkautoparts.com
270,270,9769.329,4942 W North Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,8ffd9370-213f-46fe-ae59-8e7b73a15939,,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']], u'saturday': [[u'8:30', u'15:00']]}",Mon-Fri 8:00 AM-5:00 PM; Sat 8:30 AM-3:00 PM,41.909714,Chicago,-87.750788,Tony's Auto Repair,[Austin],,60639,IL,(773) 237-9442,
271,271,8174.0054,7148 S Western Ave,,[5],"[[Automotive, Car Dealers and Leasing, Used Cars]]",us,,132d04db-11bc-47ee-be69-259c1b6e07cf,(414) 616-6858,"{u'monday': [[u'9:00', u'21:00']], u'tuesday': [[u'9:00', u'21:00']], u'friday': [[u'9:00', u'18:00']], u'wednesday': [[u'9:00', u'21:00']], u'thursday': [[u'9:00', u'21:00']], u'sunday': [[u'9:00', u'18:00']], u'saturday': [[u'9:00', u'18:00']]}",Mon-Thu 9:00 AM-9:00 PM; Fri-Sun 9:00 AM-6:00 PM,41.763401,Chicago,-87.683442,M & S Auto Sales,,,60636,IL,(773) 737-7466,http://www.msautochicago.com
272,272,3080.9106,1301 S Western Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,07825139-1f50-4782-9147-82f332ae4dfd,(312) 243-2974,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']], u'sunday': [[u'8:00', u'17:00']], u'saturday': [[u'7:00', u'19:00']]}",Mon-Sat 7:00 AM-7:00 PM; Sun 8:00 AM-5:00 PM,41.864602,Chicago,-87.685765,Firestone Complete Auto Care,"[Tri-taylor, Claremont Cottages, West and Near West Side]",,60608,IL,(312) 243-0296,http://www.firestonecompleteautocare.com/
273,273,7112.663,6603 S Western Ave,,[4],"[[Automotive, Car Dealers and Leasing]]",us,,81c87b20-1e18-012f-0643-0030487f54d8,,"{u'monday': [[u'7:30', u'17:30']], u'tuesday': [[u'7:30', u'17:30']], u'friday': [[u'7:30', u'17:30']], u'wednesday': [[u'7:30', u'17:30']], u'thursday': [[u'7:30', u'17:30']], u'saturday': [[u'7:30', u'14:00']]}",Mon-Fri 7:30 AM-5:30 PM; Sat 7:30 AM-2:00 PM,41.772952,Chicago,-87.683048,Kingdom Chevy,"[South West Side, Chicago Lawn, South Lynn]",,60636,IL,(773) 434-8200,http://www.kingdomchevy.com
274,274,6943.807,2511 W Augusta Blvd,,[7],"[[Automotive, Car Wash and Detail]]",us,,c2971b1f-8179-4bdf-b739-9da605ba0663,,"{u'monday': [[u'9:00', u'19:00']], u'tuesday': [[u'9:00', u'19:00']], u'friday': [[u'9:00', u'19:00']], u'wednesday': [[u'9:00', u'19:00']], u'thursday': [[u'9:00', u'19:00']], u'sunday': [[u'9:00', u'17:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Fri 9:00 AM-7:00 PM; Sat 8:00 AM-7:00 PM; Sun 9:00 AM-5:00 PM,41.899233,Chicago,-87.689929,Augusta Hand Carwash,"[West Town, West and Near West Side, Humboldt]",,60622,IL,(773) 252-2030,
275,275,5208.585,123 N Western Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,80d1225f-1400-453f-a927-feeeadc0f6f1,,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'saturday': [[u'8:00', u'17:00']]}",Mon-Fri 8:00 AM-7:00 PM; Sat 8:00 AM-5:00 PM,41.883733,Chicago,-87.686283,American Auto Repair 1,"[Near West Side, Maplewood Courts, West and Near West Side]",,60612,IL,(312) 526-3762,
276,276,2427.345,2002 W 18th St,,"[10, 12, 13]","[[Automotive, Maintenance and Repair, Oil and Lube], [Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Transmissions]]",us,rubensauto@comcast.net,54cc000d-596d-44f4-8470-8e1216e2efb4,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']]}",Mon-Fri 8:00 AM-6:00 PM,41.857795,Chicago,-87.676248,Ruben's Auto Service,"[West and Near West Side, Claremont Cottages, Tri-taylor]",,60608,IL,(312) 243-1132,
277,277,9369.997,4501 W Grand Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,julio@arandastr.com,f7277c65-f6a9-4f8b-bc53-e976a5eff53e,(915) 542-2958,"{u'monday': [[u'00:00', u'23:59']], u'tuesday': [[u'00:00', u'23:59']], u'friday': [[u'00:00', u'23:59']], u'wednesday': [[u'00:00', u'23:59']], u'thursday': [[u'00:00', u'23:59']], u'sunday': [[u'00:00', u'23:59']], u'saturday': [[u'00:00', u'23:59']]}",Open Daily 12:00 AM-11:59 PM,41.910909,Chicago,-87.738877,Arandas Bumpers & Auto Body,,,60639,IL,(773) 252-8883,http://www.arandastr.com/
278,278,6228.757,5317 S Archer Ave,,[6],"[[Automotive, Car Parts and Accessories]]",us,,5fdd2ee3-02d6-467c-a4cd-d18adb089d1f,,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Sat 8:00 AM-7:00 PM,41.79889,Chicago,-87.739958,Velasquez Mufflers & Brakes,"[Garfield Ridge, South West Side]",,60632,IL,(773) 284-9600,http://www.velasquezmufflers.com/
279,279,8589.244,1750 N California Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,tickets@uhaul.com,72ba6c00-1e18-012f-0643-0030487f54d8,,"{u'monday': [[u'10:00', u'19:00']], u'tuesday': [[u'10:00', u'19:00']], u'friday': [[u'10:00', u'20:00']], u'wednesday': [[u'10:00', u'19:00']], u'thursday': [[u'10:00', u'19:00']], u'saturday': [[u'10:00', u'20:00']]}",Mon-Thu 10:00 AM-7:00 PM; Fri-Sat 10:00 AM-8:00 PM,41.91359,Chicago,-87.69722,Oohwee Auto Spa,"[West and Near West Side, Humboldt]",,60647,IL,(773) 227-9600,http://www.uwebconnect.com/oohweeautospa
280,280,5670.817,1385 W Lake St,,"[12, 10]","[[Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Oil and Lube]]",us,info@midwestperformancecars.com,ccc83b7a-b15d-4ed1-9bdf-90f08e15c500,,"{u'monday': [[u'8:00', u'18:00']], u'tuesday': [[u'8:00', u'18:00']], u'friday': [[u'8:00', u'18:00']], u'wednesday': [[u'8:00', u'18:00']], u'thursday': [[u'8:00', u'18:00']], u'saturday': [[u'9:00', u'13:00']]}",Mon-Fri 8:00 AM-6:00 PM; Sat 9:00 AM-1:00 PM,41.88503,Chicago,-87.662091,Midwest Performance Cars,"[Near West Side, West and Near West Side, West Loop]",,60607,IL,(312) 432-9492,http://www.midwestperformancecars.com/
281,281,8202.316,4901 W 63rd St,,[9],"[[Automotive, Maintenance and Repair]]",us,info@airportautorebuilders.com,0286ca5f-9a68-4db7-ab78-c0984615af6d,(954) 327-0818,"{u'monday': [[u'7:30', u'17:00']], u'tuesday': [[u'7:30', u'17:00']], u'friday': [[u'7:30', u'17:00']], u'wednesday': [[u'7:30', u'17:00']], u'thursday': [[u'7:30', u'17:00']], u'saturday': [[u'8:00', u'12:00']]}",Mon-Fri 7:30 AM-5:00 PM; Sat 8:00 AM-12:00 PM,41.778294,Chicago,-87.744841,Airport Auto Rebuilders,[Clearing],,60638,IL,(773) 735-2600,http://airportautorebuilders.com
282,282,7973.9844,1500 N Western Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,,0a82b4e8-a236-4c08-9097-b80060eb68d9,(818) 901-6171,"{u'monday': [[u'8:30', u'18:00']], u'tuesday': [[u'8:30', u'18:00']], u'friday': [[u'8:30', u'18:00']], u'wednesday': [[u'8:30', u'18:00']], u'thursday': [[u'8:30', u'18:00']], u'saturday': [[u'8:30', u'18:00']]}",Mon-Sat 8:30 AM-6:00 PM,41.90859,Chicago,-87.687379,El Segundo Yumuri Tire,"[Humboldt, West Town, West and Near West Side]",,60622,IL,(773) 235-2504,
283,283,10140.16,700 Madison St,,[9],"[[Automotive, Maintenance and Repair]]",us,,835fae3c-5893-4dc0-85dc-c26425d7db3f,,"{u'monday': [[u'7:30', u'17:30']], u'tuesday': [[u'7:30', u'17:30']], u'friday': [[u'7:30', u'17:30']], u'wednesday': [[u'7:30', u'17:30']], u'thursday': [[u'7:30', u'17:30']], u'saturday': [[u'7:30', u'15:00']]}",Mon-Fri 7:30 AM-5:30 PM; Sat 7:30 AM-3:00 PM,41.879932,Oak Park,-87.792707,Car-X Auto Service,,,60302,IL,(708) 383-8706,http://www.carx.com/
284,284,10261.699,4817 W Armitage Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,info@elpaisatires.com,764e10a7-5782-4847-a3c0-09e5e0a4f0d5,(626) 432-6822,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'sunday': [[u'10:00', u'16:00']], u'saturday': [[u'9:00', u'17:00']]}",Mon-Fri 8:00 AM-7:00 PM; Sat 9:00 AM-5:00 PM; Sun 10:00 AM-4:00 PM,41.91677,Chicago,-87.746856,El Paisa Tire Shop,,,60639,IL,(773) 637-6844,http://www.elpaisatires.com
285,285,7804.889,6201 26th St,,[9],"[[Automotive, Maintenance and Repair]]",us,,804ce88b-98c3-420e-9848-e2c7d008927a,,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.843422,Berwyn,-87.778561,Metro Garage,,,60402,IL,(708) 484-0003,
286,286,6241.0747,5333 W Cermak Rd,,[7],"[[Automotive, Car Wash and Detail]]",us,,59e0425c-12f5-4e3e-b081-9b3c76199dad,(208) 455-9153,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'sunday': [[u'8:00', u'17:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Sat 8:00 AM-7:00 PM; Sun 8:00 AM-5:00 PM,41.850738,Cicero,-87.757771,VIP Carwash,[Clyde],,60804,IL,(708) 222-0657,
287,287,5647.7144,2758 W 59th St,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,,b8be50ae-da3c-46c4-af56-2fb6f5aee260,(310) 558-3732,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.786504,Chicago,-87.693182,Super Sharp Tires,[South West Side],,60629,IL,(773) 776-2418,
288,288,4186.232,426 W Pershing Rd,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,gomez@yahoo.com,62cc91da-fc00-47a9-8941-be809d346f38,(773) 285-7094,"{u'monday': [[u'7:00', u'16:00']], u'tuesday': [[u'7:00', u'16:00']], u'friday': [[u'7:00', u'16:00']], u'wednesday': [[u'7:00', u'16:00']], u'thursday': [[u'7:00', u'16:00']]}",Mon-Fri 7:00 AM-4:00 PM,41.823797,Chicago,-87.637389,Truck Tires Sales,"[South West Side, Canaryville, South Side]",,60609,IL,(773) 285-3000,http://trucktiresalesil.com/
289,289,7598.7847,5809 S Archer Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,f86177e7-24ee-4dfc-a56b-1da6cad04611,,"{u'monday': [[u'8:00', u'17:00']], u'tuesday': [[u'8:00', u'17:00']], u'friday': [[u'8:00', u'17:00']], u'wednesday': [[u'8:00', u'17:00']], u'thursday': [[u'8:00', u'17:00']], u'saturday': [[u'9:00', u'13:00']]}",Mon-Fri 8:00 AM-5:00 PM; Sat 9:00 AM-1:00 PM,41.796361,Chicago,-87.758565,A Ok Automotive,"[Archer Limits, Garfield Ridge]",,60638,IL,(773) 581-7979,http://www.dentremovalchicago.com
290,290,8502.087,3537 W North Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,f0829a43-6fe6-4741-8ba9-29836cc4813e,,"{u'monday': [[u'9:00', u'17:00']], u'tuesday': [[u'9:00', u'17:00']], u'friday': [[u'9:00', u'17:00']], u'wednesday': [[u'9:00', u'17:00']], u'thursday': [[u'9:00', u'17:00']]}",Mon-Fri 9:00 AM-5:00 PM,41.90984,Chicago,-87.715576,Xtreme Clean Hand Car Wash,"[West and Near West Side, Pacific Junction, Humboldt]",,60647,IL,(773) 395-0086,
291,291,10513.705,2733 N Western Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,sam@fernandezautoglass.com,2525e4a3-eedf-4ed1-b88f-b5247e8579f6,(407) 767-7558,"{u'monday': [[u'9:00', u'19:00']], u'tuesday': [[u'9:00', u'19:00']], u'friday': [[u'9:00', u'19:00']], u'wednesday': [[u'9:00', u'19:00']], u'thursday': [[u'9:00', u'19:00']], u'sunday': [[u'9:00', u'14:00']], u'saturday': [[u'9:00', u'19:00']]}",Mon-Sat 9:00 AM-7:00 PM; Sun 9:00 AM-2:00 PM,41.931432,Chicago,-87.687667,Fernandez Used Auto Glass,"[Maplewood, North Side, Bucktown]",,60647,IL,(773) 252-5106,http://www.autoglassshopchicago.com
292,292,4396.665,4815 S Archer Ave,,[7],"[[Automotive, Car Wash and Detail]]",us,,cb37a33f-93a9-40ef-ba5c-ba4257d12650,,,,41.805812,Chicago,-87.71753,Gold Coast Car Wash,"[Archer Heights, South West Side]",,60632,IL,(773) 847-7650,http://www.goldcoast-carwash.com/
293,293,8549.748,1743 N Damen Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,3837fae4-b3ae-4946-b3c3-e39c61110501,,"{u'monday': [[u'7:00', u'19:00']], u'tuesday': [[u'7:00', u'19:00']], u'friday': [[u'7:00', u'19:00']], u'wednesday': [[u'7:00', u'19:00']], u'thursday': [[u'7:00', u'19:00']], u'sunday': [[u'9:00', u'15:00']], u'saturday': [[u'7:00', u'19:00']]}",Mon-Sat 7:00 AM-7:00 PM; Sun 9:00 AM-3:00 PM,41.913603,Chicago,-87.677467,Damen Auto Repair,"[West Lakeview, Bucktown, West and Near West Side]",,60647,IL,(773) 342-0505,http://www.damenautorepair.com/
294,294,1903.7626,2021 S Western Ave,,[12],"[[Automotive, Maintenance and Repair, Tires]]",us,,0a1ae1de-196f-4e9b-82c7-2ff82d584fc2,(330) 425-7824,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'saturday': [[u'8:00', u'19:00']]}",Mon-Sat 8:00 AM-7:00 PM,41.854017,Chicago,-87.685495,Morales Tire Shop,"[Bohemian California, Tri-taylor, West and Near West Side]",,60608,IL,(773) 523-8573,
295,295,8145.9673,6021 W Roosevelt Rd,,[9],"[[Automotive, Maintenance and Repair]]",us,,a9686e91-1461-4107-a573-c1bdc0ea999c,,"{u'monday': [[u'8:00', u'17:30']], u'tuesday': [[u'8:00', u'17:30']], u'friday': [[u'8:00', u'17:30']], u'wednesday': [[u'8:00', u'17:30']], u'thursday': [[u'8:00', u'17:30']], u'saturday': [[u'8:00', u'12:00']]}",Mon-Fri 8:00 AM-5:30 PM; Sat 8:00 AM-12:00 PM,41.865367,Cicero,-87.775376,Team Automotive Service,,,60804,IL,(708) 656-5300,
296,296,9773.912,6100 S Blackstone Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,info@experimentalstation.org,0debb4b9-9380-4edf-a251-3d2fe3cb70a0,,,,41.784104,Chicago,-87.590472,Experimental Station,"[South Side, Jackson Park Terrace, Woodlawn]",,60637,IL,(773) 241-6044,http://experimentalstation.org
297,297,4840.397,4920 S Halsted St,,[7],"[[Automotive, Car Wash and Detail]]",us,,01cfcfd8-f726-47c2-9cc5-9e4ea2d5f62c,,,,41.804572,Chicago,-87.645643,Liberty Car Wash,"[New City, South West Side, South Side]",,60609,IL,(773) 548-4721,http://www.libertycarwash.com
298,298,7487.4883,6045 W Ogden Ave,,[9],"[[Automotive, Maintenance and Repair]]",us,,6b4aae6a-2b5c-423e-8065-bde533bfde51,,"{u'monday': [[u'8:00', u'19:00']], u'tuesday': [[u'8:00', u'19:00']], u'friday': [[u'8:00', u'19:00']], u'wednesday': [[u'8:00', u'19:00']], u'thursday': [[u'8:00', u'19:00']], u'saturday': [[u'8:00', u'16:00']]}",Mon-Fri 8:00 AM-7:00 PM; Sat 8:00 AM-4:00 PM,41.833262,Cicero,-87.774997,Masters Garage,[Lavergne],,60804,IL,(708) 652-4941,
299,299,11044.132,824 W Diversey Pkwy,,"[12, 10]","[[Automotive, Maintenance and Repair, Tires], [Automotive, Maintenance and Repair, Oil and Lube]]",us,tireinfo@cassidytire.com,96b7ad8a-2026-4e2a-9ab6-254a49e56c90,(712) 258-4694,"{u'monday': [[u'7:30', u'17:30']], u'tuesday': [[u'7:30', u'17:30']], u'friday': [[u'7:30', u'17:30']], u'wednesday': [[u'7:30', u'17:30']], u'thursday': [[u'7:30', u'17:30']], u'saturday': [[u'7:30', u'15:00']]}",Mon-Fri 7:30 AM-5:30 PM; Sat 7:30 AM-3:00 PM,41.932802,Chicago,-87.65002,Cassidy Tire & Service,"[Lakeview, Depaul, North Side]",,60614,IL,(773) 348-5748,http://www.cassidytire.com
